CCLE Cell Line Name	Compound	Doses (uM)	Activity Data (median)	EC50 (uM)	IC50 (uM)	ActArea
COLO320_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,4.34,2.07,-.95,5.20,2.87,3.29,-1.3		8.0	0.02962
COLO677_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	2.94,14.0,-12,-3.7,-37,-42,-43,-41	0.132810906	8.0	1.7055
COLO678_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	13.2,7.98,-22,-15,-29,-34,-46,-49	0.002542614	8.0	1.8733
COLO679_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,4.59,-12,-40,-63,-73,-73,-80	0.071850047	0.123343363	3.3142
COLO699_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.9,10.7,-14,-11,-2.7,-13,-5.2,-18		8.0	0.3814
COLO741_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-.24,25.2,-22,-14,-12,-34,-53,-65	8.138255578	2.675052404	2.4876
CORL105_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-30,-3.4,-1.0,.72,-21,-33,-49		8.0	1.1293
CORL23_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.3,-4.9,-4.3,-.68,.72,2.25,.86,-5.1		8.0	0.02408
COV318_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.4,9.09,3.67,8.76,8.05,4.39,3.69,5.99		8.0	0.07562
COV504_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,2.18,-8.3,.33,-6.7,-18,-19,-28		8.0	0.1949
DAOY_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.7,-.22,-5.2,-7.5,2.87,1.29,-14,-11		8.0	0.3316
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.9,-2.1,-21,-33,-52,-52,-53,-51	0.054482624	0.329752356	3.1418
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.0,-2.1,-10,-4.7,-17,-16,-5.9,-14		8.0	1.4402
DETROIT562_UPPER_AERODIGESTIVE_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.2,-4.8,-6.0,-11,-6.7,-21,-37,-20	0.700736642	8.0	1.0097
DKMG_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.37,-2.1,-16,-17,-18,-19,-34,-32	0.040257901	8.0	1.1426
DMS114_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	7.10,-1.1,-7.5,-12,-5.6,-13,-8.3,-5.7		8.0	0.7486
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,1.13,14.9,-4.5,-24,42.3,-4.3,28.2		8.0	0.1338
DOV13_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.2,2.47,-4.7,-1.1,-5.7,-3.2,3.04,4.21		8.0	0.2239
DU145_PROSTATE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,-5.9,-13,-.010,-16,-13,-13,-27	8.528176339	8.0	0.864
DV90_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-2.6,-6.5,-45,-39,-44,-70,-77	1.395704269	1.040045857	3.5067
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	7.54,17.9,26.6,42.1,53.4,16.5,9.62,6.72		8.0	0.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-.13,8.18,11.2,11.0,11.2,15.8,23.3,17.2		8.0	0.003172
EBC1_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,-.64,-4.3,-11,-29,-45,-75,-88	0.703030765	0.73845458	2.6304
EFE184_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.4,-4.2,-10,-7.6,-24,-20,-29,-28	0.174795464	8.0	1.1417
EFM19_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	10.7,6.58,-8.8,5.79,.88,11.6,10.1,14.4		8.0	0.0802
EFO21_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-1.1,-9.2,.48,-16,-6.8,-22,-34	2.48457551	8.0	0.8452
EFO27_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,3.54,.33,1.59,-1.9,-.33,-17,-32	2.535234451	8.0	0.3168
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,-26,-15,-34,-50,-57,-63,-74	0.315507233	0.38364476	3.654
EN_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.7,4.09,-6.3,-5.5,-7.2,2.09,-12,-5.6		8.0	0.2629
ES2_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.0,5.77,4.19,-.45,-37,-46,-58,-67	0.238065839	0.634661794	1.9236
ESS1_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.72,4.74,-4.8,-15,15.5,3.26,-5.4,-23	8.531389394	8.0	0.5129
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-2.6,-26,-46,-48,-65,-60,-57	0.050896905	0.116800621	3.2726
FADU_UPPER_AERODIGESTIVE_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.4,-7.4,-14,-33,-33,-49,-52,-45	0.042181518	8.0	2.4745
FU97_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-.63,-4.2,8.63,-.97,-5.4,-25,-46,-52	0.840691864	4.365504265	1.0491
FUOV1_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	6.88,-22,-26,-21,-25,-35,-23,-37	0.002542614	8.0	1.8458
G361_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-3.4,-2.1,3.04,-44,-57,-81,-79	0.321054727	0.419003129	2.7378
G401_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-.31,-26,-12,-23,-10,-29,-30		8.0	1.9268
G402_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.3,2.16,-12,-11,-11,-13,-13,-8.7		8.0	0.06311
GAMG_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,3.79,-8.6,10.7,-6.9,3.45,6.85,-12		8.0	0.2266
GB1_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,12.8,5.58,-2.6,-4.0,-19,-17,-31	0.586713016	8.0	0.6831
GCIY_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,6.06,-1.7,-5.8,2.83,-5.3,2.81,-17		8.0	0.06857
GCT_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	24.0,-2.5,24.5,-11,-2.8,-41,-18,-40	0.158939824	8.0	1.3028
GI1_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.07,21.2,-9.1,-26,6.81,.73,-14,-21		8.0	0.6094
GLC82_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	2.91,-3.6,2.11,2.04,2.60,-4.7,-3.8,-18		8.0	0.02837
GMS10_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-4.2,-11,-4.3,-.60,2.78,-18,-11		8.0	0.2219
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,8.24,-6.5,52.1,-19,1.41,-18,2.04		8.0	0.5534
H4_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-1.1,-1.7,4.10,5.14,8.22,3.94,1.15		8.0	0.2843
HARA_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-7.1,-3.3,2.78,-5.8,2.00,-3.7,-18		8.0	0.2773
HCC1187_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.9,-14,10.2,-14,1.13,-14,-13,-23		8.0	0.4582
HCC1395_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	6.92,23.1,-18,-22,8.98,-5.0,-.34,-21		8.0	0.6753
HCC15_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,9.62,-5.0,7.42,-23,-13,-35,-39	8.147726577	8.0	1.4084
HCC1569_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,-.45,12.6,.34,-3.2,-11,2.76,-9.9		8.0	0.0
HCC1806_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-.32,-5.3,-14,-19,-29,-34,-48,-38	0.08744017	8.0	1.6198
HCC1954_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,2.20,-12,4.56,-18,-12,-21,-32		8.0	0.9032
HCC2935_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,-2.8,-14,2.70,-22,-18,-38,-33		8.0	0.7347
HCC4006_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.5,14.8,5.48,3.05,.59,-3.1,-19,-38	4.118072033	8.0	0.1997
HCC44_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.2,-3.1,-6.6,-7.5,-7.9,-5.8,-14,-28	2.866830111	8.0	0.7028
HCC56_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.5,-16,-15,-33,-66,-81,-80,-87	0.124425307	0.141207814	3.7803
HCC70_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-9.0,3.64,-16,-19,-19,-7.7,-35	0.125415251	8.0	1.2257
HCC78_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,3.84,.80,-6.7,-7.5,-5.1,-13,-10		8.0	0.1545
HCC827_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,32.5,-7.0,25.7,30.0,9.49,-.97,6.60		8.0	0.0
HCT116_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-6.9,7.19,-6.2,-25,-13,-52,-69		0.518957612	1.9489
HCT15_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,9.34,-6.8e-4,-10,-9.5,-10,-8.7,-17		8.0	0.6149
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,-13,-13,-26,-51,-62,-73,-81	0.24595207	0.312553406	2.7557
HDQP1_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-13,-3.3,-12,-26,-16,-43,-38	0.74307102	8.0	1.4415
HEC151_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-27,-32,-29,-48,-45,-65,-62	1.463135958	0.881319225	3.233
HEC1A_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	.79,-5.9,6.62,-15,-5.6,-15,-.29,-37		8.0	1.0471
HEC1B_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-8.7,-30,-42,-48,-45,-47,-48	0.023842728	8.0	2.2178
HEC251_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-14,-12,-22,-44,-6.3,-17,-25		8.0	1.3455
HEC265_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,2.63,.17,12.3,12.0,21.0,5.90,17.6		8.0	0.07603
HEC59_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.4,9.59,3.41,16.8,-7.8,-6.8,-8.6,-15		8.0	0.03026
HEC6_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	22.5,18.5,35.5,4.50,14.4,-1.8,17.8,-15		8.0	0.3154
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.0,-11,.64,-3.6,2.59,3.73,-5.8,-19		8.0	0.6032
HEP3B217_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,9.05,-5.1,13.1,.063,-2.2,-28,-68	2.789827347	3.375251055	1.026
HEPG2_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.2,-19,-7.8,-40,-52,-54,-72,-70	0.00298507	0.24894993	3.0232
HEYA8_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.1,-.82,-7.7,-6.4,-22,-25,-35,-51	8.387392594	7.457576275	0.9399
HGC27_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.0,-7.3,-.64,-.86,-.19,-1.8,7.64,6.35		8.0	0.08234
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	18.1,.79,2.25,-.15,-18,.59,-10,14.1		8.0	0.8535
HLE_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-11,-8.5,-1.5,-8.6,-4.6,-6.1,-16		8.0	0.3451
HLF_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,-10,-9.5,-2.4,-9.8,-13,-16,-17		8.0	1.1747
HMC18_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-12,-18,-34,-51,-57,-63,-68	0.127403423	0.254361957	2.9909
HMCB_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-4.2,.15,-2.7,-11,-11,-9.3,-29	8.880482931	8.0	0.4484
HOS_BONE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	.029,20.5,.40,24.2,-12,3.58,-6.4,-14		8.0	0.3858
HPAC_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-15,-2.8,16.0,-37,-32,-71,-54		2.177905638	2.1314
HPAFII_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	15.2,-4.3,-16,8.72,-10,-46,-46,-57		3.959347245	2.0653
HS229T_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.3,-1.4,-.97,2.34,-2.3,-4.1,-12,-31	4.246706486	8.0	0.4344
HS294T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.3,2.83,2.01,5.82,-18,-21,-37,-35	0.342419237	8.0	1.0543
HS578T_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.57,-8.4,-6.4,-5.9,-13,-10,-22,-18		8.0	0.2979
HS683_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,-2.5,-7.1,.23,-5.5,-5.7,-9.1,-7.4		8.0	0.4306
HS695T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-2.9,9.15,1.86,-11,-32,-44,-49	0.518636703	8.0	1.5491
HS729_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.4,13.1,-1.0,-6.4,6.62,3.05,-14,-16		8.0	0.5233
HS739T_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,2.19,-2.0,-12,-.99,4.71,.32,-7.2		8.0	0.3088
HS746T_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.9,-16,-2.9,-15,-16,-33,-29,-51	8.859736668	8.0	1.5266
HS766T_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-26,-37,-32,-49,-54,-53,-54	0.002542614	0.65779978	2.7227
HS840T_UPPER_AERODIGESTIVE_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.02,.89,.66,-12,-13,-13,-16,-28	8.027211207	8.0	0.6889
HS852T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	2.46,3.91,.87,-14,-30,-29,-30,-47	0.094172932	8.0	1.3702
HS895T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,.44,5.38,-8.0,1.56,1.30,-21,-25		8.0	0.4916
HS936T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.6,.61,-8.3,-20,-51,-66,-78,-80	0.182331875	0.272241116	2.825
HS939T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	10.5,-1.9,9.06,-33,-38,-54,-58,-71	0.129027545	0.494374901	2.5274
HS944T_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-4.2,-7.8,-22,-32,-47,-57,-68	0.528259277	1.176047325	2.5552
HSC2_UPPER_AERODIGESTIVE_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.8,.48,1.05,3.88,8.06,6.87,8.44,-.70		8.0	0.0567
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	6.60,-8.5,11.5,-20,-25,-21,-8.6,-9.9		8.0	1.5451
HT1080_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,-4.1,-.64,-8.2,-35,-47,-52,-59	0.21067825	0.739373982	1.8734
HT1197_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,-13,-1.3,-9.9,-19,-31,-37,-42	0.335529506	8.0	1.1711
HT1376_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.1,-6.8,2.42,-16,-21,-20,-11,-15		8.0	0.7726
HT144_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.58,-5.9,-18,-30,-44,-57,-70,-71	0.109943047	0.373916358	2.8194
HT29_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-59,-13,-21,-46,-68,-73,-77,-77	0.075015076	0.097565152	4.148
HUCCT1_BILIARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.38,-5.0,-7.1,-17,-25,-29,-36,-39	0.109219298	8.0	1.4631
HUH1_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-13,3.03,-.25,1.71,-3.7,-8.4,-28		8.0	0.1214
HUPT3_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.0,-.24,-2.6,-13,-33,-40,-46,-55	0.2241676	1.915635943	1.6739
HUPT4_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,4.16,.31,-16,-42,-55,-54,-81		0.355978675	2.1476
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-15,-25,-56,-66,-69,-88,-88	0.074428268	0.091557629	4.2205
IALM_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	6.12,4.20,-8.2,-7.1,7.69,11.1,-2.5,15.0		8.0	0.1423
IGR37_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-33,-3.4,-20,-25,-57,-61,-77,-71	0.165571898	0.21325025	3.6362
IGR39_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,11.5,-8.7,3.48,-19,-6.1,-24,-29	2.692181587	8.0	0.575
IGROV1_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.3,-5.2,-1.2,-5.2,-7.1,-19,-21,-36	8.158737239	8.0	0.6622
IM95_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,3.61,-60,-20,-56,-59,-73,-65		0.746988351	4.5529
IMR32_AUTONOMIC_GANGLIA	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.4,25.2,-2.6,-13,-8.1,-3.1,-17,-8.4		8.0	0.192
IPC298_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.4,-9.7,-25,-51,-74,-79,-81,-85	0.059587378	0.074961409	3.8036
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	5.83,21.7,-40,-20,13.0,1.85,-19,-21		8.0	1.2402
ISTMES1_PLEURA	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-5.5,8.68,9.42,-27,-5.9,-2.3,7.72		8.0	0.4444
ISTMES2_PLEURA	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	12.8,-1.4,-6.5,20.5,10.1,11.6,4.18,-11		8.0	0.2557
J82_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-8.6,5.22,-7.6,-14,-18,-7.5,-21		8.0	0.8117
JHH2_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,-3.3,-19,-8.7,-18,-9.9,-8.0,-22		8.0	0.3716
JHH4_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,-1.2,-13,13.3,2.04,19.9,-14,-50	3.032397509	8.0	0.9964
JHH5_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.6,-4.6,-4.7,15.5,-12,-24,-64,-76		0.357130577	1.1148
JHH6_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-17,-8.6,-.51,-15,-6.0,-16,-3.4		8.0	0.0
JHH7_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.09,10.7,-8.7,-10,18.8,-15,-40,-56	1.508015037	4.17086935	1.5053
JHOS2_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	8.55,-18,-13,-12,-11,-11,-23,-45		8.0	1.2776
JHOS4_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.21,9.74,-9.2,-3.5,-19,-12,-23,-16		8.0	0.6264
JHUEM2_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	15.8,-5.8,16.2,2.41,15.3,-1.1,-4.2,-14		8.0	0.1476
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.4,-2.5,26.5,-16,16.7,-14,1.53,-28		8.0	0.1883
JMSU1_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	5.56,-11,-7.9,-8.3,-18,-29,-32,-61	8.564432123	5.112239361	1.3179
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-2.6,6.49,9.36,-8.5,1.34,-11,-12		8.0	1.273
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-18,-29,-28,-42,-45,-43,-38	0.052935768	8.0	3.1872
K029AX_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.1,-3.0,-7.9,-27,-46,-54,-60,-68	0.151669219	0.459148288	2.493
KALS1_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	6.70,-7.8,.76,-17,-17,-22,-29,-38	8.2340064	8.0	1.2031
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,8.16,-2.1,-8.6,-9.2,-14,-37,-42	1.210710287	8.0	0.7473
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	12.8,-7.2,-17,-3.6,-9.2,-9.4,-9.5,-11	0.005511086	8.0	0.7856
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-28,-21,-31,-48,-58,-64,-61,-63	0.065416932	0.092270665	4.2428
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	5.64,-4.7,-11,-18,-27,-40,-31,-33	0.002542614	8.0	1.9695
KCIMOH1_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.4,.73,-28,-19,-11,-28,-54,-61	1.164850473	1.945320606	1.938
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.34,-13,-12,-27,-40,-59,-64,-68	0.141707614	0.482571959	3.1959
KE39_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-17,-5.9,-22,-11,-12,-19,-37		8.0	0.3826
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,-1.6,-6.3,-1.0,-9.7,-7.4,-6.9,-9.8		8.0	0.4438
KELLY_AUTONOMIC_GANGLIA	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.7,10.0,-22,34.2,-23,-12,-14,11.3		8.0	0.4287
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	3.64,-12,17.9,-9.4,-7.1,-40,-49,-70	0.597613811	1.402923942	1.3541
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,.26,-24,-11,-45,-39,-37,-40	0.082825981	8.0	2.674
KLE_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,12.7,11.7,5.74,.56,2.13,-2.8,-20		8.0	0.406
KMBC2_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,-.0033,3.93,-7.2,-11,-22,-39,-54	1.653790593	6.083213329	1.2196
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	2.81,-5.5,-5.4,-27,-25,-36,-42,-46	0.061245881	8.0	2.0524
KMRC1_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,6.38,-13,1.49,-25,-9.8,-27,-20		8.0	0.703
